opponent,seed,cand_is_p0,cand_score,opp_score,won,tied,lost,delta,structural_failure
v025_a_aggressive_cows,10057,True,52322.0,41351.0,1,0,0,10971.0,0
v025_a_aggressive_cows,10057,False,38168.0,39230.0,0,0,1,-1062.0,0
v025_a_aggressive_cows,10058,True,67970.0,64125.0,1,0,0,3845.0,0
v025_a_aggressive_cows,10058,False,65502.0,62378.0,1,0,0,3124.0,0
v025_a_aggressive_cows,10059,True,61366.0,46005.0,1,0,0,15361.0,0
v025_a_aggressive_cows,10059,False,57109.0,46505.0,1,0,0,10604.0,0
v025_a_aggressive_cows,10060,True,49355.0,29281.0,1,0,0,20074.0,0
v025_a_aggressive_cows,10060,False,43892.0,31242.0,1,0,0,12650.0,0
v025_a_aggressive_cows,10061,True,32852.0,19854.0,1,0,0,12998.0,0
v025_a_aggressive_cows,10061,False,44242.0,31461.0,1,0,0,12781.0,0
v025_a_aggressive_cows,10062,True,71789.0,69233.0,1,0,0,2556.0,0
v025_a_aggressive_cows,10062,False,63678.0,56226.0,1,0,0,7452.0,0
v025_a_aggressive_cows,10063,True,70930.0,55882.0,1,0,0,15048.0,0
v025_a_aggressive_cows,10063,False,50291.0,38293.0,1,0,0,11998.0,0
v025_a_aggressive_cows,10064,True,79254.0,71886.0,1,0,0,7368.0,0
v025_a_aggressive_cows,10064,False,62766.0,54209.0,1,0,0,8557.0,0
v025_a_aggressive_cows,10065,True,51282.0,40477.0,1,0,0,10805.0,0
v025_a_aggressive_cows,10065,False,72846.0,65067.0,1,0,0,7779.0,0
v025_a_aggressive_cows,10066,True,62877.0,61009.0,1,0,0,1868.0,0
v025_a_aggressive_cows,10066,False,83564.0,83289.0,1,0,0,275.0,0
v025_a_aggressive_cows,10067,True,88585.0,77424.0,1,0,0,11161.0,0
v025_a_aggressive_cows,10067,False,51560.0,27028.0,1,0,0,24532.0,0
v025_a_aggressive_cows,10068,True,97343.0,83205.0,1,0,0,14138.0,0
v025_a_aggressive_cows,10068,False,93818.0,88337.0,1,0,0,5481.0,0
v025_a_aggressive_cows,10069,True,93502.0,97684.0,0,0,1,-4182.0,0
v025_a_aggressive_cows,10069,False,89038.0,93630.0,0,0,1,-4592.0,0
v025_a_aggressive_cows,10070,True,53163.0,38550.0,1,0,0,14613.0,0
v025_a_aggressive_cows,10070,False,51707.0,34574.0,1,0,0,17133.0,0
v025_a_aggressive_cows,10071,True,85450.0,88159.0,0,0,1,-2709.0,0
v025_a_aggressive_cows,10071,False,73577.0,78836.0,0,0,1,-5259.0,0
v025_a_aggressive_cows,10072,True,81767.0,73849.0,1,0,0,7918.0,0
v025_a_aggressive_cows,10072,False,76989.0,66019.0,1,0,0,10970.0,0
v025_a_aggressive_cows,10073,True,82233.0,77389.0,1,0,0,4844.0,0
v025_a_aggressive_cows,10073,False,96217.0,93840.0,1,0,0,2377.0,0
v025_a_aggressive_cows,10074,True,54256.0,38366.0,1,0,0,15890.0,0
v025_a_aggressive_cows,10074,False,76990.0,78835.0,0,0,1,-1845.0,0
v025_a_aggressive_cows,10075,True,44864.0,21437.0,1,0,0,23427.0,0
v025_a_aggressive_cows,10075,False,45819.0,32401.0,1,0,0,13418.0,0
v025_a_aggressive_cows,10076,True,44594.0,34017.0,1,0,0,10577.0,0
v025_a_aggressive_cows,10076,False,48533.0,36976.0,1,0,0,11557.0,0
v025_a_aggressive_cows,10077,True,57404.0,55088.0,1,0,0,2316.0,0
v025_a_aggressive_cows,10077,False,61372.0,58715.0,1,0,0,2657.0,0
v025_a_aggressive_cows,10078,True,50977.0,43255.0,1,0,0,7722.0,0
v025_a_aggressive_cows,10078,False,92228.0,95455.0,0,0,1,-3227.0,0
v025_a_aggressive_cows,10079,True,34312.0,31084.0,1,0,0,3228.0,0
v025_a_aggressive_cows,10079,False,57062.0,54587.0,1,0,0,2475.0,0
v025_a_aggressive_cows,10080,True,55474.0,44774.0,1,0,0,10700.0,0
v025_a_aggressive_cows,10080,False,58272.0,52023.0,1,0,0,6249.0,0
v025_a_aggressive_cows,10081,True,70275.0,67411.0,1,0,0,2864.0,0
v025_a_aggressive_cows,10081,False,55401.0,44499.0,1,0,0,10902.0,0
v025_a_aggressive_cows,10082,True,47202.0,31717.0,1,0,0,15485.0,0
v025_a_aggressive_cows,10082,False,55422.0,42512.0,1,0,0,12910.0,0
v025_a_aggressive_cows,10083,True,89476.0,86895.0,1,0,0,2581.0,0
v025_a_aggressive_cows,10083,False,56137.0,42247.0,1,0,0,13890.0,0
v025_a_aggressive_cows,10084,True,53168.0,38817.0,1,0,0,14351.0,0
v025_a_aggressive_cows,10084,False,65548.0,54930.0,1,0,0,10618.0,0
v025_a_aggressive_cows,10085,True,71803.0,62612.0,1,0,0,9191.0,0
v025_a_aggressive_cows,10085,False,82488.0,73505.0,1,0,0,8983.0,0
v025_a_aggressive_cows,10086,True,55334.0,41401.0,1,0,0,13933.0,0
v025_a_aggressive_cows,10086,False,53560.0,38453.0,1,0,0,15107.0,0
v025_a_aggressive_cows,10087,True,63365.0,55668.0,1,0,0,7697.0,0
v025_a_aggressive_cows,10087,False,48050.0,27577.0,1,0,0,20473.0,0
v025_a_aggressive_cows,10088,True,72294.0,63243.0,1,0,0,9051.0,0
v025_a_aggressive_cows,10088,False,74918.0,73662.0,1,0,0,1256.0,0
v025_a_aggressive_cows,10089,True,51305.0,38234.0,1,0,0,13071.0,0
v025_a_aggressive_cows,10089,False,58758.0,42467.0,1,0,0,16291.0,0
v025_a_aggressive_cows,10090,True,69853.0,57320.0,1,0,0,12533.0,0
v025_a_aggressive_cows,10090,False,66782.0,58260.0,1,0,0,8522.0,0
v025_a_aggressive_cows,10091,True,78093.0,65224.0,1,0,0,12869.0,0
v025_a_aggressive_cows,10091,False,34369.0,22929.0,1,0,0,11440.0,0
v025_a_aggressive_cows,10092,True,65103.0,49622.0,1,0,0,15481.0,0
v025_a_aggressive_cows,10092,False,64689.0,62259.0,1,0,0,2430.0,0
v025_a_aggressive_cows,10093,True,66811.0,56838.0,1,0,0,9973.0,0
v025_a_aggressive_cows,10093,False,75819.0,66291.0,1,0,0,9528.0,0
v025_a_aggressive_cows,10094,True,62122.0,52887.0,1,0,0,9235.0,0
v025_a_aggressive_cows,10094,False,61157.0,46077.0,1,0,0,15080.0,0
v025_a_aggressive_cows,10095,True,38665.0,17856.0,1,0,0,20809.0,0
v025_a_aggressive_cows,10095,False,39696.0,23505.0,1,0,0,16191.0,0
v025_a_aggressive_cows,10096,True,53529.0,34911.0,1,0,0,18618.0,0
v025_a_aggressive_cows,10096,False,59291.0,46744.0,1,0,0,12547.0,0
v025_a_aggressive_cows,10097,True,79416.0,74262.0,1,0,0,5154.0,0
v025_a_aggressive_cows,10097,False,71580.0,72213.0,0,0,1,-633.0,0
v025_a_aggressive_cows,10098,True,50493.0,39351.0,1,0,0,11142.0,0
v025_a_aggressive_cows,10098,False,50398.0,39976.0,1,0,0,10422.0,0
v025_a_aggressive_cows,10099,True,48721.0,44257.0,1,0,0,4464.0,0
v025_a_aggressive_cows,10099,False,63400.0,47678.0,1,0,0,15722.0,0
v025_a_aggressive_cows,10100,True,52281.0,44229.0,1,0,0,8052.0,0
v025_a_aggressive_cows,10100,False,58308.0,52433.0,1,0,0,5875.0,0
v025_a_aggressive_cows,10101,True,53760.0,46539.0,1,0,0,7221.0,0
v025_a_aggressive_cows,10101,False,49433.0,45956.0,1,0,0,3477.0,0
v025_a_aggressive_cows,10102,True,79833.0,69746.0,1,0,0,10087.0,0
v025_a_aggressive_cows,10102,False,91109.0,90157.0,1,0,0,952.0,0
v025_a_aggressive_cows,10103,True,78858.0,75357.0,1,0,0,3501.0,0
v025_a_aggressive_cows,10103,False,82627.0,77569.0,1,0,0,5058.0,0
v025_a_aggressive_cows,10104,True,87669.0,96151.0,0,0,1,-8482.0,0
v025_a_aggressive_cows,10104,False,91233.0,98836.0,0,0,1,-7603.0,0
v025_a_aggressive_cows,10105,True,54747.0,49429.0,1,0,0,5318.0,0
v025_a_aggressive_cows,10105,False,59950.0,55973.0,1,0,0,3977.0,0
v025_a_aggressive_cows,10106,True,62857.0,54600.0,1,0,0,8257.0,0
v025_a_aggressive_cows,10106,False,47028.0,45395.0,1,0,0,1633.0,0
v025_a_aggressive_cows,10107,True,40708.0,20434.0,1,0,0,20274.0,0
v025_a_aggressive_cows,10107,False,40334.0,21445.0,1,0,0,18889.0,0
v025_a_aggressive_cows,10108,True,86434.0,76288.0,1,0,0,10146.0,0
v025_a_aggressive_cows,10108,False,70982.0,65543.0,1,0,0,5439.0,0
v025_a_aggressive_cows,10109,True,46156.0,25908.0,1,0,0,20248.0,0
v025_a_aggressive_cows,10109,False,52150.0,38377.0,1,0,0,13773.0,0
v025_a_aggressive_cows,10110,True,53068.0,47009.0,1,0,0,6059.0,0
v025_a_aggressive_cows,10110,False,54008.0,44375.0,1,0,0,9633.0,0
v025_a_aggressive_cows,10111,True,61607.0,50510.0,1,0,0,11097.0,0
v025_a_aggressive_cows,10111,False,47631.0,30555.0,1,0,0,17076.0,0
v025_a_aggressive_cows,10112,True,37444.0,35078.0,1,0,0,2366.0,0
v025_a_aggressive_cows,10112,False,46399.0,41750.0,1,0,0,4649.0,0
v025_a_aggressive_cows,10113,True,93504.0,96966.0,0,0,1,-3462.0,0
v025_a_aggressive_cows,10113,False,91419.0,100480.0,0,0,1,-9061.0,0
v025_a_aggressive_cows,10114,True,92729.0,90090.0,1,0,0,2639.0,0
v025_a_aggressive_cows,10114,False,98239.0,91066.0,1,0,0,7173.0,0
v025_a_aggressive_cows,10115,True,62633.0,55127.0,1,0,0,7506.0,0
v025_a_aggressive_cows,10115,False,79622.0,78634.0,1,0,0,988.0,0
v025_a_aggressive_cows,10116,True,44023.0,30048.0,1,0,0,13975.0,0
v025_a_aggressive_cows,10116,False,46197.0,34043.0,1,0,0,12154.0,0
v025_a_aggressive_cows,10117,True,41630.0,26574.0,1,0,0,15056.0,0
v025_a_aggressive_cows,10117,False,40985.0,26742.0,1,0,0,14243.0,0
v025_a_aggressive_cows,10118,True,42169.0,32461.0,1,0,0,9708.0,0
v025_a_aggressive_cows,10118,False,34579.0,20367.0,1,0,0,14212.0,0
v025_a_aggressive_cows,10119,True,63685.0,55036.0,1,0,0,8649.0,0
v025_a_aggressive_cows,10119,False,68001.0,55900.0,1,0,0,12101.0,0
v025_a_aggressive_cows,10120,True,93981.0,92266.0,1,0,0,1715.0,0
v025_a_aggressive_cows,10120,False,87738.0,84717.0,1,0,0,3021.0,0
v025_a_aggressive_cows,10121,True,49419.0,33461.0,1,0,0,15958.0,0
v025_a_aggressive_cows,10121,False,47632.0,34384.0,1,0,0,13248.0,0
v025_a_aggressive_cows,10122,True,47188.0,29190.0,1,0,0,17998.0,0
v025_a_aggressive_cows,10122,False,46044.0,29873.0,1,0,0,16171.0,0
v025_a_aggressive_cows,10123,True,76678.0,68274.0,1,0,0,8404.0,0
v025_a_aggressive_cows,10123,False,92510.0,88138.0,1,0,0,4372.0,0
v025_a_aggressive_cows,10124,True,60428.0,53696.0,1,0,0,6732.0,0
v025_a_aggressive_cows,10124,False,55971.0,50002.0,1,0,0,5969.0,0
v025_a_aggressive_cows,10125,True,75240.0,72952.0,1,0,0,2288.0,0
v025_a_aggressive_cows,10125,False,76592.0,72188.0,1,0,0,4404.0,0
v025_a_aggressive_cows,10126,True,70640.0,65444.0,1,0,0,5196.0,0
v025_a_aggressive_cows,10126,False,53834.0,39618.0,1,0,0,14216.0,0
v025_a_aggressive_cows,10127,True,40600.0,31591.0,1,0,0,9009.0,0
v025_a_aggressive_cows,10127,False,47920.0,41905.0,1,0,0,6015.0,0
v025_a_aggressive_cows,10128,True,45979.0,25098.0,1,0,0,20881.0,0
v025_a_aggressive_cows,10128,False,55047.0,48039.0,1,0,0,7008.0,0
v025_a_aggressive_cows,10129,True,25322.0,25574.0,0,0,1,-252.0,0
v025_a_aggressive_cows,10129,False,29482.0,28352.0,1,0,0,1130.0,0
v025_a_aggressive_cows,10130,True,77800.0,73856.0,1,0,0,3944.0,0
v025_a_aggressive_cows,10130,False,52780.0,35114.0,1,0,0,17666.0,0
v025_a_aggressive_cows,10131,True,68495.0,68009.0,1,0,0,486.0,0
v025_a_aggressive_cows,10131,False,65766.0,59522.0,1,0,0,6244.0,0
v025_a_aggressive_cows,10132,True,95072.0,93032.0,1,0,0,2040.0,0
v025_a_aggressive_cows,10132,False,86701.0,80857.0,1,0,0,5844.0,0
v025_a_aggressive_cows,10133,True,62442.0,50516.0,1,0,0,11926.0,0
v025_a_aggressive_cows,10133,False,64611.0,60068.0,1,0,0,4543.0,0
v025_a_aggressive_cows,10134,True,62145.0,53079.0,1,0,0,9066.0,0
v025_a_aggressive_cows,10134,False,65182.0,61970.0,1,0,0,3212.0,0
v025_a_aggressive_cows,10135,True,53344.0,40563.0,1,0,0,12781.0,0
v025_a_aggressive_cows,10135,False,43457.0,38680.0,1,0,0,4777.0,0
v025_a_aggressive_cows,10136,True,53114.0,33021.0,1,0,0,20093.0,0
v025_a_aggressive_cows,10136,False,51318.0,29432.0,1,0,0,21886.0,0
v025_a_aggressive_cows,10137,True,87702.0,79704.0,1,0,0,7998.0,0
v025_a_aggressive_cows,10137,False,51701.0,37186.0,1,0,0,14515.0,0
v025_a_aggressive_cows,10138,True,50819.0,37548.0,1,0,0,13271.0,0
v025_a_aggressive_cows,10138,False,43500.0,33064.0,1,0,0,10436.0,0
v025_a_aggressive_cows,10139,True,60468.0,42367.0,1,0,0,18101.0,0
v025_a_aggressive_cows,10139,False,59879.0,41024.0,1,0,0,18855.0,0
v025_a_aggressive_cows,10140,True,44202.0,22178.0,1,0,0,22024.0,0
v025_a_aggressive_cows,10140,False,47188.0,27375.0,1,0,0,19813.0,0
v025_a_aggressive_cows,10141,True,44027.0,42098.0,1,0,0,1929.0,0
v025_a_aggressive_cows,10141,False,41954.0,36398.0,1,0,0,5556.0,0
v025_a_aggressive_cows,10142,True,70433.0,54600.0,1,0,0,15833.0,0
v025_a_aggressive_cows,10142,False,84639.0,72632.0,1,0,0,12007.0,0
v025_a_aggressive_cows,10143,True,41889.0,22600.0,1,0,0,19289.0,0
v025_a_aggressive_cows,10143,False,38599.0,24304.0,1,0,0,14295.0,0
v025_a_aggressive_cows,10144,True,35017.0,29996.0,1,0,0,5021.0,0
v025_a_aggressive_cows,10144,False,51678.0,49270.0,1,0,0,2408.0,0
v025_a_aggressive_cows,10145,True,46613.0,42402.0,1,0,0,4211.0,0
v025_a_aggressive_cows,10145,False,50663.0,42095.0,1,0,0,8568.0,0
v025_a_aggressive_cows,10146,True,79815.0,82706.0,0,0,1,-2891.0,0
v025_a_aggressive_cows,10146,False,82127.0,85060.0,0,0,1,-2933.0,0
v025_a_aggressive_cows,10147,True,40919.0,31567.0,1,0,0,9352.0,0
v025_a_aggressive_cows,10147,False,43688.0,31761.0,1,0,0,11927.0,0
v025_a_aggressive_cows,10148,True,51164.0,35307.0,1,0,0,15857.0,0
v025_a_aggressive_cows,10148,False,51000.0,35120.0,1,0,0,15880.0,0
v025_a_aggressive_cows,10149,True,63145.0,55759.0,1,0,0,7386.0,0
v025_a_aggressive_cows,10149,False,95218.0,94930.0,1,0,0,288.0,0
v025_a_aggressive_cows,10150,True,61885.0,49811.0,1,0,0,12074.0,0
v025_a_aggressive_cows,10150,False,67812.0,58547.0,1,0,0,9265.0,0
v025_a_aggressive_cows,10151,True,44930.0,33887.0,1,0,0,11043.0,0
v025_a_aggressive_cows,10151,False,58166.0,51666.0,1,0,0,6500.0,0
v025_a_aggressive_cows,10152,True,15085.0,913.0,1,0,0,14172.0,0
v025_a_aggressive_cows,10152,False,21281.0,8154.0,1,0,0,13127.0,0
v025_a_aggressive_cows,10153,True,36290.0,36863.0,0,0,1,-573.0,0
v025_a_aggressive_cows,10153,False,27594.0,13538.0,1,0,0,14056.0,0
v025_a_aggressive_cows,10154,True,64736.0,70324.0,0,0,1,-5588.0,0
v025_a_aggressive_cows,10154,False,68564.0,72133.0,0,0,1,-3569.0,0
v025_a_aggressive_cows,10155,True,47790.0,32640.0,1,0,0,15150.0,0
v025_a_aggressive_cows,10155,False,49524.0,28020.0,1,0,0,21504.0,0
v025_a_aggressive_cows,10156,True,49854.0,29154.0,1,0,0,20700.0,0
v025_a_aggressive_cows,10156,False,61033.0,46712.0,1,0,0,14321.0,0
v025_a_aggressive_cows,10157,True,40995.0,31346.0,1,0,0,9649.0,0
v025_a_aggressive_cows,10157,False,48305.0,41226.0,1,0,0,7079.0,0
v025_a_aggressive_cows,10158,True,50980.0,43472.0,1,0,0,7508.0,0
v025_a_aggressive_cows,10158,False,50644.0,46124.0,1,0,0,4520.0,0
v025_a_aggressive_cows,10159,True,71917.0,58581.0,1,0,0,13336.0,0
v025_a_aggressive_cows,10159,False,59294.0,42256.0,1,0,0,17038.0,0
v025_a_aggressive_cows,10160,True,60869.0,44163.0,1,0,0,16706.0,0
v025_a_aggressive_cows,10160,False,60583.0,49744.0,1,0,0,10839.0,0
v025_a_aggressive_cows,10161,True,71496.0,64684.0,1,0,0,6812.0,0
v025_a_aggressive_cows,10161,False,88267.0,76347.0,1,0,0,11920.0,0
v025_a_aggressive_cows,10162,True,42639.0,26393.0,1,0,0,16246.0,0
v025_a_aggressive_cows,10162,False,37914.0,20528.0,1,0,0,17386.0,0
v025_a_aggressive_cows,10163,True,80049.0,77647.0,1,0,0,2402.0,0
v025_a_aggressive_cows,10163,False,83449.0,81012.0,1,0,0,2437.0,0
v025_a_aggressive_cows,10164,True,93515.0,101116.0,0,0,1,-7601.0,0
v025_a_aggressive_cows,10164,False,90874.0,95981.0,0,0,1,-5107.0,0
v025_a_aggressive_cows,10165,True,47358.0,52178.0,0,0,1,-4820.0,0
v025_a_aggressive_cows,10165,False,80986.0,76324.0,1,0,0,4662.0,0
v025_a_aggressive_cows,10166,True,47853.0,45873.0,1,0,0,1980.0,0
v025_a_aggressive_cows,10166,False,54300.0,48271.0,1,0,0,6029.0,0
v025_a_aggressive_cows,10167,True,56988.0,52608.0,1,0,0,4380.0,0
v025_a_aggressive_cows,10167,False,61160.0,56373.0,1,0,0,4787.0,0
v025_a_aggressive_cows,10168,True,93954.0,83329.0,1,0,0,10625.0,0
v025_a_aggressive_cows,10168,False,91839.0,82817.0,1,0,0,9022.0,0
v025_a_aggressive_cows,10169,True,38762.0,16829.0,1,0,0,21933.0,0
